Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6581,Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Disney Interactive Studios,0.23,0.01,0,0.02,0.26
6615,Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0,0.03,0.25
6629,Ice Age 2: The Meltdown,GBA,2006,Platform,Vivendi Games,0.18,0.07,0,0,0.25
6630,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,Action,Disney Interactive Studios,0.23,0,0,0.02,0.25
6636,Happy Feet,GC,2006,Action,Midway Games,0.2,0.05,0,0.01,0.25
6651,Cars,X360,2006,Racing,THQ,0.22,0.02,0,0.02,0.25
6676,The Outfit,X360,2006,Action,THQ,0.21,0.02,0,0.02,0.25
6705,Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006,Role-Playing,Nintendo,0,0.01,0.24,0,0.25
6717,Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0,0.02,0.25
6738,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,0.12,0.09,0,0.03,0.25
6774,Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0,0.03,0.24
6783,That's So Raven: Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,0.23,0,0,0.02,0.24
6809,Marvel vs. Capcom Origins,PS2,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24
6813,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24
6848,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006,Misc,Sega,0,0,0.24,0,0.24
6861,Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,0.15,0,0.07,0.01,0.24
6864,The Godfather (US & Others sales),X360,2006,Action,Electronic Arts,0.2,0.02,0,0.02,0.24
6936,FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24
6949,Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24
6958,Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0,0,0.02,0.23
6964,Mobile Suit Gundam: Climax U.C.,PS2,2006,Action,Namco Bandai Games,0,0,0.23,0,0.23
7004,Let's Make a Soccer Team!,PS2,2006,Sports,Sega,0,0,0.23,0,0.23
7030,Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.19,0.02,0,0.02,0.23
7082,Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23
7092,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23
7109,.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0,0.03,0.23
7110,Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23
7127,Digimon World DS (JP sales),DS,2006,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23
7138,Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22
7141,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,0.18,0.03,0,0.02,0.22
7191,Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0,0.02,0.22
7199,Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0,0,0.02,0.22
7266,Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22
7268,Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22
7279,Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.22
7280,Jikkyou Powerful Major League,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
7302,Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.22
7318,The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21
7340,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0,0,0.02,0.21
7343,Bratz: Forever Diamondz,GC,2006,Adventure,THQ,0.17,0.04,0,0.01,0.21
7351,Momotarou Dentetsu 16,PS2,2006,Misc,Hudson Soft,0,0,0.21,0,0.21
7439,J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21
7459,Shin Megami Tensei: Persona 3 (jp sales),PS2,2006,Role-Playing,Tecmo Koei,0,0,0.21,0,0.21
7471,Heisei Kyouiku linkai DS,DS,2006,Misc,Namco Bandai Games,0,0,0.21,0,0.21
7490,Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.02,0,0.02,0.21
7497,Thrillville,PSP,2006,Strategy,Atari,0.18,0,0,0.02,0.2
7527,Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.01,0.2
7532,Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2
7543,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2
7584,Cars,XB,2006,Racing,THQ,0.15,0.04,0,0.01,0.2
7627,NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2
7647,Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2
7685,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0,0.02,0.2
7687,Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2
7695,Puzzle Challenge: Crosswords and More!,PSP,2006,Puzzle,Crave Entertainment,0.18,0,0,0.01,0.2
7715,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006,Misc,Shogakukan,0,0,0.2,0,0.2
7717,Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0,0,0.02,0.2
7744,The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19
7764,Ice Age 2: The Meltdown,GC,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19
7766,Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.02,0.19
7790,Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01,0.19
7838,Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0,0.19
7889,Tamagotchi Party On!,Wii,2006,Misc,Namco Bandai Games,0.12,0,0.06,0.01,0.19
7890,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,2006,Misc,D3Publisher,0,0,0.19,0,0.19
7899,Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0,0,0.19,0,0.19
7905,The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19
7917,Sudoku Gridmaster (JP sales),DS,2006,Puzzle,Nintendo,0,0,0.19,0,0.19
7972,Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0,0,0.19,0,0.19
7979,Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo,0.16,0.03,0,0,0.19
7987,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0,0.01,0.19
8008,Happy Cooking,DS,2006,Simulation,Ubisoft,0.17,0,0,0.01,0.18
8075,FIFA Soccer 07,GC,2006,Sports,Electronic Arts,0.14,0.04,0,0,0.18
8105,A.C.E.: Another Century's Episode 2,PS2,2006,Simulation,Banpresto,0,0,0.18,0,0.18
8112,Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0,0.02,0.18
8174,Tales of the Tempest,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18
8197,Summon Night 4,PS2,2006,Role-Playing,Banpresto,0,0,0.18,0,0.18
8217,Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17
8232,Open Season,GC,2006,Platform,Ubisoft,0.13,0.03,0,0,0.17
8242,Major League Baseball 2K6,GC,2006,Sports,Take-Two Interactive,0.13,0.03,0,0,0.17
8248,The Grim Adventures of Billy & Mandy,GC,2006,Action,Midway Games,0.13,0.03,0,0,0.17
8265,X-Men: The Official Game,X360,2006,Action,Activision,0.16,0.01,0,0.01,0.17
8276,Sudoku Gridmaster,DS,2006,Puzzle,Nintendo,0.13,0.03,0,0.01,0.17
8297,Finding Nemo: Escape to the Big Blue,DS,2006,Action,THQ,0.12,0.04,0,0.01,0.17
8301,Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.15,0.01,0,0.01,0.17
8318,NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0,0.02,0.17
8359,.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.17,0,0.17
8398,Custom Robo Arena,DS,2006,Fighting,Nintendo,0.02,0.02,0.12,0,0.17
8406,Densetsu no Stafi 4,DS,2006,Platform,Nintendo,0,0,0.17,0,0.17
8431,25 to Life,XB,2006,Shooter,Eidos Interactive,0.12,0.04,0,0.01,0.17
8480,Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0,0.02,0.16
8491,Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.13,0,0.02,0.01,0.16
8499,Paws & Claws: Pet Resort,GBA,2006,Simulation,THQ,0.12,0.04,0,0,0.16
8502,Curious George,GBA,2006,Action,Namco Bandai Games,0.12,0.04,0,0,0.16
8510,Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006,Action,Disney Interactive Studios,0.15,0,0,0.01,0.16
8512,Kamaitachi no Yoru × 3,PS2,2006,Adventure,Sega,0,0,0.16,0,0.16
8557,Flushed Away,GC,2006,Platform,D3Publisher,0.12,0.03,0,0,0.16
8558,Eragon,DS,2006,Action,Vivendi Games,0.13,0.02,0,0.01,0.16
8559,Scarface: Money. Power. Respect.,PSP,2006,Strategy,Vivendi Games,0.15,0,0,0.01,0.16
8561,Pro Yaky? Spirits 3,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.16,0,0.16
8563,World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision,0.15,0,0,0.01,0.16
8569,Field Commander,PSP,2006,Strategy,Sony Online Entertainment,0.14,0,0,0.01,0.16
8595,Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.12,0,0.03,0.01,0.16
8598,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006,Misc,TDK Core,0,0,0.16,0,0.16
8599,Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16
8604,.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.16,0,0.16
8607,Blitz: The League,X360,2006,Sports,Midway Games,0.15,0,0,0.01,0.16
8625,FlatOut 2,PS2,2006,Racing,Empire Interactive,0.08,0.06,0,0.02,0.16
8626,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,0.14,0,0,0.01,0.16
8672,Monster House,DS,2006,Adventure,THQ,0.14,0.01,0,0.01,0.16
8733,Bomberman,PSP,2006,Puzzle,Konami Digital Entertainment,0.14,0,0,0.01,0.15
8746,FIFA Street 2,PSP,2006,Sports,Electronic Arts,0.07,0.06,0,0.03,0.15
8763,Jikkyou Powerful Pro Yakyuu Portable,PSP,2006,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15
8777,Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15
8786,Ice Age 2: The Meltdown,DS,2006,Platform,Vivendi Games,0.13,0.01,0,0.01,0.15
8808,Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0,0.01,0.15
8826,Super Monkey Ball Adventure,GC,2006,Platform,Sega,0.12,0.03,0,0,0.15
8882,Jaws Unleashed,XB,2006,Action,THQ,0.11,0.03,0,0.01,0.15
8885,X-Men: The Official Game,GC,2006,Action,Activision,0.12,0.03,0,0,0.15
8897,Curious George,GC,2006,Action,Namco Bandai Games,0.11,0.03,0,0,0.15
8912,Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,0,0,0.15,0,0.15
8915,Power Pro Kun Pocket 9,DS,2006,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15
8950,Arena Football,XB,2006,Sports,Electronic Arts,0.11,0.03,0,0.01,0.15
8999,Mega Man Powered Up,PSP,2006,Platform,Capcom,0.12,0.01,0,0.02,0.14
9002,QuickSpot,DS,2006,Misc,Namco Bandai Games,0.02,0,0.13,0,0.14
9041,Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft,0.09,0.04,0,0.01,0.14
9042,Pinball Hall of Fame: The Gottlieb Collection,Wii,2006,Misc,System 3 Arcade Software,0.13,0,0,0.01,0.14
9045,Monster House,PS2,2006,Adventure,THQ,0.07,0.05,0,0.02,0.14
9047,Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14
9061,World Championship Poker: Howard Lederer - All In,PSP,2006,Misc,505 Games,0.13,0,0,0.01,0.14
9096,Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0,0.01,0.14
9098,Naruto Shippuden: Ninja Destiny 3,DS,2006,Fighting,D3Publisher,0,0.01,0.13,0,0.14
9113,The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14
9165,Monster House,GC,2006,Adventure,THQ,0.11,0.03,0,0,0.14
9179,Eragon,X360,2006,Action,Vivendi Games,0.12,0.01,0,0.01,0.14
9200,Master Jin Jin's IQ Challenge,DS,2006,Misc,505 Games,0.13,0,0,0.01,0.14
9214,Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0,0,0.01,0.14
9237,PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.1,0,0.02,0.01,0.14
9240,Pro Yakyuu Netsu Star 2006,PS2,2006,Sports,Namco Bandai Games,0,0,0.14,0,0.14
9241,The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0,0,0.01,0.14
9246,Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.13,0,0,0.01,0.14
9257,Happy Feet,Wii,2006,Action,Midway Games,0.12,0,0,0.01,0.14
9262,SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0,0.02,0,0.12,0.14
9276,MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0,0.01,0.14
9282,Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,0.09,0.03,0,0.02,0.14
9286,Magnetica,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14
9287,World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14
9303,Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.14
9304,Open Season,DS,2006,Platform,Ubisoft,0.12,0,0,0.01,0.14
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006,Action,Banpresto,0,0,0.13,0,0.13
9379,Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
9402,Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13
9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006,Action,Sega,0,0,0.13,0,0.13
9421,Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.1,0.03,0,0,0.13
9425,Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13
9474,Shrek Smash n' Crash Racing,GC,2006,Racing,Activision,0.1,0.03,0,0,0.13
9485,Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13
9488,Sonic Riders,XB,2006,Racing,Sega,0.1,0.03,0,0,0.13
9502,FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.1,0.03,0,0,0.13
9514,Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13
9521,Spider-Man: Battle for New York,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13
9530,Walt Disney Pictures Presents: The Wild,GBA,2006,Platform,Disney Interactive Studios,0.09,0.03,0,0,0.13
9533,Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13
9584,Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13
9588,Torino 2006,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0,0.02,0.13
9633,NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.09,0.03,0,0,0.13
9641,Mega Man X Collection,GC,2006,Misc,Capcom,0.1,0.03,0,0,0.13
9672,NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12
9673,Resident Evil,PS3,2006,Action,Capcom,0,0,0.12,0,0.12
9688,"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,Konami Digital Entertainment,0,0,0.12,0,0.12
9690,Ochaken no Heya DS,DS,2006,Simulation,MTO,0,0,0.12,0,0.12
9698,Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games,0,0,0.12,0,0.12
9714,Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0,0,0.12,0,0.12
9733,The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0,0,0.12
9738,Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0,0,0.12,0,0.12
9765,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01,0.12
9772,Curious George,PS2,2006,Action,Namco Bandai Games,0.06,0.05,0,0.02,0.12
9797,Rush,PSP,2006,Racing,Midway Games,0.11,0,0,0.01,0.12
9830,Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.02,0,0.01,0.12
9834,College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12
9860,Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0,0.02,0.01,0.12
9865,NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0,0,0.12
9970,Barnyard,GC,2006,Action,THQ,0.09,0.02,0,0,0.12
10012,NASCAR 07,PS2,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,0.11
10019,Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0,0,0.11,0,0.11
10029,Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios,0.1,0.01,0,0.01,0.11
10039,FIFA Street 2,GC,2006,Sports,Electronic Arts,0.09,0.02,0,0,0.11
10081,Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.1,0,0,0.01,0.11
10105,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,Daito,0,0,0.11,0,0.11
10115,Open Season,X360,2006,Platform,Ubisoft,0.1,0,0,0.01,0.11
10169,Eragon,PSP,2006,Action,Vivendi Games,0.1,0,0,0.01,0.11
10190,Brave Story: New Traveler (US sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0.11,0,0,0,0.11
10192,Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11
10197,Avatar: The Last Airbender,PSP,2006,Adventure,THQ,0.1,0,0,0.01,0.11
10198,Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0,0.11
10208,EA Replay,PSP,2006,Action,Electronic Arts,0.09,0,0,0.01,0.11
10210,Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,0.08,0.02,0,0,0.11
10252,Pimp My Ride,X360,2006,Racing,Activision,0.1,0.01,0,0.01,0.11
10263,Nicktoons: Unite!,DS,2006,Adventure,THQ,0.1,0,0,0.01,0.11
10294,The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0.01,0,0.01,0.11
10322,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,Misc,Square Enix,0,0,0.11,0,0.11
10332,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006,Simulation,Konami Digital Entertainment,0,0,0.11,0,0.11
10353,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006,Adventure,Aqua Plus,0,0,0.11,0,0.11
10363,FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,0.1,0,0,0.01,0.11
10372,Jampack Volume 14 (RP-T),PS2,2006,Misc,Sony Computer Entertainment,0.05,0.04,0,0.01,0.11
10387,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,0.1,0,0,0.01,0.11
10399,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
10403,X-Men: The Official Game,DS,2006,Action,Activision,0.1,0,0,0.01,0.11
10419,Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,0.09,0,0,0.01,0.1
10420,Ennichi no Tatsujin,Wii,2006,Misc,Namco Bandai Games,0,0,0.1,0,0.1
10425,Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0,0.03,0.01,0.1
10432,Derby Stallion P,PSP,2006,Sports,Enterbrain,0,0,0.1,0,0.1
10473,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,0,0,0.1,0,0.1
10484,Ridge Racer 2,PSP,2006,Racing,Sony Computer Entertainment,0,0.03,0.07,0.01,0.1
10523,UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,Zoo Digital Publishing,0.1,0,0,0.01,0.1
10556,Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0,0.1
10563,Flushed Away,DS,2006,Platform,D3Publisher,0.09,0,0,0.01,0.1
10571,X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0,0,0.1
10575,The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0,0.01,0.1
10579,Project Hacker: Kakusei,DS,2006,Action,Nintendo,0,0,0.1,0,0.1
10600,Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01,0.1
10607,Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1
10614,Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1
10656,NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0,0,0.01,0.1
10671,Over the Hedge,XB,2006,Platform,Activision,0.07,0.02,0,0,0.1
10684,Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft,0.08,0.01,0,0.01,0.1
10687,Initial D: Street Stage,PSP,2006,Racing,Sega,0,0,0.1,0,0.1
10736,Power Stone Collection,PSP,2006,Action,Capcom,0.08,0,0,0.01,0.1
10745,Touch Detective,DS,2006,Adventure,505 Games,0.06,0.03,0,0.01,0.1
10767,Ice Age 2: The Meltdown,XB,2006,Platform,Vivendi Games,0.07,0.02,0,0,0.1
10786,Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0,0,0.1,0,0.1
10790,Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,0.07,0.03,0,0,0.1
10801,Mind Quiz,PSP,2006,Action,Ubisoft,0.08,0.01,0,0.01,0.1
10811,SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.09,0,0,0.01,0.1
10817,NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0,0,0.01,0.1
10836,Barnyard,PS2,2006,Action,THQ,0.05,0.04,0,0.01,0.09
10848,Medieval II: Total War,PC,2006,Strategy,Sega,0,0.08,0,0.02,0.09
10868,Blitz: Overtime,PSP,2006,Sports,Midway Games,0.09,0,0,0.01,0.09
10879,Scooby-Doo! Who's Watching Who?,DS,2006,Adventure,THQ,0.08,0.01,0,0.01,0.09
10934,Let's Ride! Silver Buckle Stables,PS2,2006,Sports,THQ,0.05,0.04,0,0.01,0.09
10938,Import Tuner Challenge (American sales),X360,2006,Racing,Ubisoft,0.07,0.01,0,0.01,0.09
10943,Crash Boom Bang!,DS,2006,Misc,Vivendi Games,0.07,0.01,0,0.01,0.09
10950,Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.08,0,0,0.01,0.09
10955,Riviera: The Promised Land,PSP,2006,Role-Playing,505 Games,0.07,0,0.02,0.01,0.09
11010,Justice League Heroes,DS,2006,Role-Playing,Eidos Interactive,0.08,0,0,0.01,0.09
11041,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006,Misc,Sega,0,0,0.09,0,0.09
11055,Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,2006,Role-Playing,Takara Tomy,0,0,0.09,0,0.09
11112,Battle Stadium D.O.N,GC,2006,Fighting,Namco Bandai Games,0,0,0.09,0,0.09
11137,Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.09
11145,Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,Capcom,0.08,0,0,0.01,0.09
11146,The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0,0,0.01,0.09
11151,Shrek Smash n' Crash Racing,PSP,2006,Racing,Activision,0.08,0,0,0.01,0.09
11160,Star Wars: Empire at War,PC,2006,Strategy,LucasArts,0.01,0.06,0,0.02,0.09
11167,Bomberman Land Touch!,DS,2006,Puzzle,Rising Star Games,0.04,0,0.04,0,0.09
11175,Spectral Force 3,X360,2006,Role-Playing,Idea Factory,0.08,0,0,0.01,0.09
11193,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,2006,Misc,Nintendo,0,0,0.09,0,0.09
11195,50 Cent: Bulletproof,PSP,2006,Action,Vivendi Games,0.08,0,0,0.01,0.09
11201,LEGO Star Wars II: The Original Trilogy,GBA,2006,Action,LucasArts,0.06,0.02,0,0,0.09
11224,Charlotte's Web,DS,2006,Action,Sega,0.08,0,0,0.01,0.09
11249,Monster House,GBA,2006,Adventure,THQ,0.06,0.02,0,0,0.09
11251,Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,PS2,2006,Role-Playing,Tecmo Koei,0,0,0.09,0,0.09
11260,Chameleon,PSP,2006,Puzzle,505 Games,0.07,0,0,0.01,0.08
11272,IHRA Drag Racing: Sportsman Edition,PS2,2006,Racing,Bethesda Softworks,0.04,0.03,0,0.01,0.08
11311,From Russia With Love,PSP,2006,Action,Electronic Arts,0.07,0.01,0,0.01,0.08
11321,TOCA Race Driver 3,PS2,2006,Racing,Codemasters,0.04,0.03,0,0.01,0.08
11328,NHL 2K7,X360,2006,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08
11342,FIFA Street 2,XB,2006,Sports,Electronic Arts,0.06,0.02,0,0,0.08
